ID,ra,dec,F_F140W,F_F775W,F_F606W,F_F435W,z
57,189.1205820000000,62.10445500000000,20.35724398955198,22.33752403787490,23.10005327932513,23.69707826865589,1.324400000000000
62,189.1252780000000,62.10417200000000,22.06451681170690,23.54247431448024,24.08881669519432,24.48251121383140,1.261440000000000
64,189.1216410000000,62.10455100000000,22.53866731526098,24.15065509686578,24.98738350325137,25.62081897760370,1.096500000000000
88,189.1466610000000,62.10437300000000,24.53247292340355,25.37499966932226,26.00139771439697,26.04082441978519,1.081300000000000
89,189.1268210000000,62.10458400000000,23.86512791868428,24.14016805245963,24.36349024743653,25.28276406250779,0.2975800000000000
90,189.1269910000000,62.10424300000000,26.82583244655790,26.32001881926604,26.90455844276017,29.72234804482545,3.837800000000000
91,189.1424020000000,62.10436000000000,26.89345389585491,26.62984173804952,27.10976342340143,27.60128748726499,0.5274000000000000
92,189.1517020000000,62.10452500000000,24.55816036868382,25.87939035431588,26.07286656797318,26.36199296270396,2.158800000000000
95,189.1357340000000,62.10453200000000,26.04544147133912,26.65301242092049,26.88422758394858,26.40240286636862,1.675600000000000
96,189.1178930000000,62.10464600000000,26.23934969805581,26.56588131947695,26.52666387093711,26.70710945968997,1.264200000000000
100,189.1243780000000,62.10513600000000,23.60668834093809,24.14966140512906,24.76125543525599,25.24863022377960,0.5589300000000000
108,189.1250470000000,62.10494200000000,25.34764648428037,27.18410318232683,28.30956964173956,28.02754742914209,1.091500000000000
109,189.1182450000000,62.10516800000000,25.13286758170987,25.76845104514063,26.44502003402310,27.17020785311604,0.3967000000000000
113,189.1266610000000,62.10537300000000,25.29597352271302,25.82588508977227,25.70453493598864,25.52757213934259,1.704900000000000
116,189.1277560000000,62.10524600000000,25.34162741003674,26.58306969913143,26.34596859279157,26.16377025666202,1.663100000000000
121,189.1291390000000,62.10543200000000,26.50152966196437,27.63080315015766,28.14073574553369,28.73029288582330,0.7719000000000000
123,189.1487590000000,62.10554400000000,26.78125707674766,26.54868954281255,26.90196408978202,27.82131577436815,3.044800000000000
125,189.1563520000000,62.10618800000000,23.66625461103776,24.61796558146427,24.75765287698924,24.92325989679734,1.742860000000000
126,189.1534670000000,62.10558500000000,27.53715263714987,27.38624270150590,27.11577527134613,27.58011265859306,2.025700000000000
128,189.1437720000000,62.10778600000000,20.96303662571083,23.73352435148161,25.12389799854527,26.52564548120830,1.213330000000000
137,189.1362390000000,62.10591900000000,25.35439561802373,26.48876239979614,26.96843248676536,27.21599383893888,3.185200000000000
138,189.1541670000000,62.10593200000000,28.41499145210240,27.75535519831654,28.34698322311460,28.35872437327497,2.388300000000000
140,189.1338830000000,62.10701300000000,22.57305179640432,23.12017466374958,23.71458894603790,23.94897924557543,0.9877400000000000
141,189.1604690000000,62.10608100000000,25.41644209631104,25.36835635763861,26.06915721387763,26.77777913933642,0.6555000000000000
143,189.1255230000000,62.10602400000000,27.01881833109704,27.06608745535335,27.25521764272629,27.40541822020645,1.672300000000000
148,189.1570810000000,62.10616700000000,25.21377584873030,25.84505677787652,27.40420480695500,29.43343580351049,4.623200000000000
154,189.1563870000000,62.10645400000000,24.64096041210756,25.17432672551401,25.77814534089427,26.95053456938090,0.5032000000000000
156,189.1344410000000,62.10640200000000,25.97501140111940,26.26983200186876,27.56387045578822,27.95808802519717,4.347500000000000
157,189.1330020000000,62.10680800000000,23.07107465462604,23.83458733372423,24.57207610896462,24.83167458890563,0.9847600000000000
161,189.1503580000000,62.10685500000000,24.33844590475256,25.08687459403348,25.42045669205300,26.53414057761597,3.219900000000000
162,189.1614110000000,62.10649300000000,26.07498313584020,26.25897331419333,26.62146111801872,27.35028715360075,3.016800000000000
